OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
05a1380a79c6d357617ddd17ad496515	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
05a64ddd86abb398b199a32e7915bfca	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
05ac6fa9bf04022a54b2719a28545ab9	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
05ae45bb184e8d31729007be8e5acd20	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
05b4c62802ce118674fd818906eb482d	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
05b4f014988a9a26e20620762523baff	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
05b59c525a9549542357b9ef0a390f73	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
05baa7b4f81f8a8ce13570b5c7926149	Bacteria	Acidobacteria	Subgroup 11	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
05c202fc4fe6c6563605edf83778188c	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
05c61c4ab9c5c22ffab65dd6c31f9d9e	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
05c73406087d6c42954f629e91d9d6d0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
05d5255a8ac65aba8965e6febaca4af2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
05e0478199bc678b1879bde0b3263e37	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Syner-01	
05e41a39206e36839254604b6a808311	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Syner-01	
05eec5b0c538ed38e06d47f8bbd78dc3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola	
05f13d22413a3a0bedc841316d2de55f	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
05f2764b476b24a7b598b5efdd283439	Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	uncultured bacterium
05f8b69cd4264929d9ad910b109974ea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	
05fc921b52111bb96e89fc86c12c8367	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
0601f5e2a3c2903677d8e13187bda8f9	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
0603ef681c92137b53d71feb10228b03	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
0608f11d8ba0804ebe6cddb7ab8afd90	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae		
061aab02e1a47c0f1099b7367b8f7533	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
061f450f64d0c95254500069f95a2bda	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
0623ad3baac00187838853c229e61c8e	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	
0623b4a002a8ed1193a306104b19334f	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae		
06268015a1dd74c88ced6b8765e99c27	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured bacterium
062b9e9cce8a14c1e382fa2c3781c9d6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
062fb92f6b819ef991c9ac956d01f64f	Bacteria	Chloroflexi	Ktedonobacteria	C0119			
06429563630fd3a1193d40db977b168f	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium
0643b328a62803ffed7d7d536418d76e	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae		
064d259be74e3005523cff699bcb9ab6	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
0650c5cac3b2f413f482954ba1c1714a	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
065438c4c6fa7335ecd145eee8f9c5df	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41		
065946e933c9d0bff1923d9db6b8d2cf	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured bacterium
065a1bb8812b198b9d340bcad1bb0bd8	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
065ffb4967eb24d87c1124e52046c559	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
06762553072f46e1476a777f97ca44ff	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
06794ae04a86d880892b6ff3d1baa6cb	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium
067f349d1935e4af71fab37234ed8e83	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
068365487cef0826f215d221bc053cbf	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
068fb52de3d14d53d6aae0aa24c990e7	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	
0698b0d586bdd02d4d650666fb6dd4d6	Bacteria	Actinobacteria	Acidimicrobiia	uncultured			
069a655af24d5fd8a69ad7850769d954	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	
069f21fbcd9abe62b5d1495451ac9581	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium	uncultured bacterium
069f25d040ed2c90ce47107ed3afe829	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
06a11c72a01f45de06786a414404f8f4	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium
06a16c0a0f2a53b521d6cfb6571f61cc	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	
06a7b020adfc991a090ac16692e5661c	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
06a9283891735a951b0782b552546602	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
06ae9d61780c23f9d05a44cd0b85d25a	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-73102	
06b03a9577a07c09b789c595a0f3f4f9	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
06b1a2a91d081ec124063fe6ff022309	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhizobacter	
06b257dcbdbfc6e9c57ca3c1531d0885	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	uncultured bacterium	uncultured bacterium	uncultured bacterium
06c60544d646af69a8b8da2ede4c576a	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
06cab6c4aa05bbd510a3fa94c709c598	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
06d948588d84285d6b35020899b2ff91	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
06e140d1c73a1bde4c73cb6a1cd4df13	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	uncultured bacterium
06ece5e16f3f1f7277832e44ee5b0cc4	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
06edfb58d4a04f79fbd02866c86b0b9a	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium
06ef0e9fed8e9616cfa5014bbf1d8637	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	uncultured bacterium
06f159124a43f6a385bf16e86b9ec9c4	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	
06f40017b457beff20b0c576d33ee38e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
06f9333cacab56d15df5f3527c0a91e8	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
0716ce9cd940efe475eed36e30b1d67d	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
07184c9c27b18ba843cf80e4a22a4ce1	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
071d0dfe2020c59462d2d31f115e7cbb	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae		
0722aa83f242e303df3e1ca0c05fad6c	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Ambiguous_taxa
0740484da9af0f85829ae59acf6787a0	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
0745e031c38bde17ac860278ca851c59	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured		
075226fd9f4b6607fe4a976ca5ab18fa	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
076317c98192c7a4ca47fac51ffecbc8	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	24-Nov			
076ae27b8eb49923d42581645b926dad	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
0774751c44f78acc253597283a27835f	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Verrucosispora	Ambiguous_taxa
07769ef9e0459b0c8c041d9929818aff	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Salinibacterium	
078e2d2ca9eacebf8b7df68fb2cec200	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	
0794b90d7113015b088b5c7f6834b46c	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	
079532714ecc512991c71bfe601b31cd	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
07955e95ee29a69d2bd0277b07b9bb6d	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
079bea23d45da02a24cfab78afe90a84	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium
07a208ec2c2b9834ae0065eccee58b04	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	uncultured bacterium
07abafba26c6fe10d6b207f4a08a9a9e	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	
07af41346c13a92669f0b5a2250574d4	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Ambiguous_taxa
07b1054ccabe50127cd5eb62c002fd84	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella	
07b89ac0fd6ad1e116e68333fbb593e3	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	
07c3b6ec56a30d84fd985236d3a2e54c	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	
07d04992769d5307136acbc28654e69d	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	uncultured bacterium	uncultured bacterium	uncultured bacterium
07d1aeba9382768665993097a1a110b8	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	uncultured bacterium
07e590a2c622b95448ee2083df93d517	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
07ecb16f0b48203e3959a6f2d7c2cfa5	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
07f4e5ac2fd4f4a89cab53e40cee8f61	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
07f80373e19b5ba5026d8eb23b931c7b	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
07faf3b42866c17843d8f3198b57dc2e	Bacteria	Acidobacteria	Subgroup 6				
07fcf8f7ae318dda458b1a74467ef15a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured bacterium
08041d25c3925af0ba6bd7e7073ad565	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
080a09de92325b00fde66464e2cc3216	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	
0815eb43784e04a4d096509a5949dc26	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured bacterium
081aa26f4a5b03889b239143a5a36b2c	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
08296f65f3fdf644d8de15fd369bae42	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
0831e5405a9abb6c5ee2b6701f237eec	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
0837b998bed02e5122d7bef72813c2f2	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
084984a7a0a9a9083fbd879139801f09	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	
084ac38c71dad2437cffca312187cae1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	uncultured bacterium
0854be99fad45df5caa3120d12a1faa2	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
08583a920e3453298442d49d0a17748f	Bacteria	Chloroflexi	JG30-KF-CM66				
0865044e4ea1b70910cdc3a9dfc801d4	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium
086f113eaabe3b106170cebb506c894d	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
087201130ba3892d2bc13c005665e5e4	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
0873701880d9a26d424c72e15dc2c2c4	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
08756190576f5618f60d9d3c9e674fdb	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
0878c09bef44bf35c3ceb7c07714169c	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
088128741d28bb6ee586303bf0c398e1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium	uncultured bacterium
0890d0f6c908f05f910caa78a2f5df68	Bacteria	Firmicutes	Clostridia	DTU014			
0892a44113a0e9fe098f2549b1fdf355	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
089a64052512128e074edc84c10d9aee	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
08a6060fe37abe245b924041cb37bdd8	Bacteria	Actinobacteria	MB-A2-108				
08a6a634721954a24fadf147eb845ade	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
08a9902937221fd920b77729b7554e48	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	
08ac2ed1ef7af3ce829e151bede24a45	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured bacterium
08ada135f9763020a96917558d83541c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
08c0452202bd37b920501f1f8ff12a71	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
08c899c9bd22a38489caf2f49b43966c	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	
08c9739d092e43a2c5f0e8805bacf1ff	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	uncultured bacterium
08d855f0535f56cd6107e0e34c5311c1	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
08dddcb937619e1d78ca89650cc7b3e9	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	uncultured bacterium
08de10da5f33983fe6e6c137b139c616	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
08e3bc7053269be49b9f68b0ea003777	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
08e809c7b4e887e2418aa428dca39ae3	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	Ambiguous_taxa
08ed85fef64c346c1e1f5f8975369919	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
08f837203a01ff8f6d68137ba268e444	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
08fc52468e1b26237ba5622eb8b51aa9	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	Ambiguous_taxa
08fe1d18a9814799297ce8ff6e356973	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
090634d1ba840f01d648dde3953c1f83	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
0906df65669e283f2b83997df04ccdf6	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
090de4badcc70fdcd764cccc25275e0d	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter	
091a6b7922d9ae5122f4defe37b2b364	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
091d81bcbf8a1f5f6b5a061c1ef50084	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Paraeggerthella	
092c783cd87fd74f2f77b1008ea5792a	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	uncultured bacterium
092c83b316448cd6bcec1af8bd034d88	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
092eeec4c7a0c3f7088c18de941720ed	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
093112a7e73df80864dd0c09ec872319	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured bacterium	uncultured bacterium
09383fa22e78af51bdd3af653391ecfa	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
0939746fbde62e6e622776c36b3a44e1	Bacteria	Chloroflexi	Dehalococcoidia	S085	uncultured bacterium	uncultured bacterium	uncultured bacterium
093dab0b548cebbfce83b7350ddce40f	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
094697b23f996d4db1655feeb2b5e54c	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae		
095a259d145e4f74ecc576a7863ee7af	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
095c8f0dc3fc616db5847dadef66d6a2	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
09640282520ae5b42e1f0c51535944fa	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
096f3a557f43f76514bb1d7b0d9aec9b	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
0977891c4c0e48171a8b5ce0cbe78567	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
0979661794f5be280e5da74c6d47f3c1	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
097a537b8fb25e07a2f8f03ec6b7e416	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured bacterium
097bcccf7a86b7ac746582f0107ae004	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	uncultured bacterium
097d7e8abd0e989e638c0361b01bb152	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium
098141354e3e5f5ee5c142c9cbb6bbcb	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
0989df6e7719eb65f8d66209704eca14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
098b5ec3bf29f4124b3b0bf2e4a04f9d	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
09915252807d0d6de6184ed6aab368b5	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	
0994042f8f945e2cf088c28f60e7a52e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
09a1c0bc9c85d3c3dea035491a7a6910	Bacteria	Acidobacteria	Subgroup 6				
09a764aa4a105c4d98ac0c07fdcfafcc	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured bacterium
09beb2cefb5787e49839c61d8656142d	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
09c02601b46890a4ee7a396884cd782f	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	uncultured bacterium
09c5a5175c9bb65c2c1d9bb41b4430b3	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
09d3e8cd667c8141c64306002a1e633c	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	metagenome
09dc62c69ffceb0eb03e60061d6d7c5c	Bacteria	Actinobacteria					
